poly,poly-href,col-list,col-list-href,CollegeName,CollegeCategory,ApprovedBy,CollegeCode,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses,pagination,pagination-href
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Dhanalakshmi Srinivasan Polytechnic College, Perambalur","http://www.colleges-in-tamilnadu.com/colleges/1136/Dhanalakshmi-Srinivasan-Polytechnic-College.html","Dhanalakshmi Srinivasan Polytechnic College","Polytechnic","AICTE","551","1998","Co-Education","Self Finance","Dhanalakshmi Srinivasan Polytechnic College

Thuraiyur Road

Aranari Village

Perambalur","621 212","Perambalur","Perambalur","null","null","[{""Courses"":""» Dip. in - Architectural Assistantship""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","D","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/D/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Bhavani Polytechnic College, Bhavani, Erode","http://www.colleges-in-tamilnadu.com/colleges/1119/Bhavani-Polytechnic-College.html","Bhavani Polytechnic College","Polytechnic","null","728","2008","Co-Education","Self Finance","Bhavani Polytechnic College

Mettur Main Road

Varadhanallur

Bhavani","638 311","Bhavani","Erode","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","B","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/B/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Little Flower Polytechnic College, Porur, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1208/Little-Flower-Polytechnic-College.html","Little Flower Polytechnic College","Polytechnic","AICTE","540","1998","Co-Education","Self Finance","Little Flower Polytechnic College

682, Lawrence Nagar

Moulivakkam Village

Porur","600 116","Porur","Kanchipuram","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","L","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/L/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thiruvalluvar Polytechnic College, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1423/Thiruvalluvar-Polytechnic-College.html","Thiruvalluvar Polytechnic College","Polytechnic","null","759","2008","Co-Education","Self Finance","Thiruvalluvar Polytechnic College, Peraiyur

Soolappuram Post

Elumalai

Soolappuram","625 535","Madurai","Madurai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","S.V.S Polytechnic College, Paramathi, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1311/S-V-S-Polytechnic-College.html","S.V.S Polytechnic College","Polytechnic","null","784","2008","Co-Education","Self Finance","S.V.S Polytechnic College

R Pudupalayam

Mel Sathampoor Road

Ramadevam

Paramathi","637 203","Paramathi","Namakkal","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Ponnaiyah Ramajayam Polytechnic College, Kumbakonam, Thanjavur","http://www.colleges-in-tamilnadu.com/colleges/1278/Ponnaiyah-Ramajayam-Polytechnic-College.html","Ponnaiyah Ramajayam Polytechnic College","Polytechnic","null","586","2006","Co-Education","Self Finance","Ponnaiyah Ramajayam Polytechnic College, kumbakonam

keelapalayur

patteswaram","612 703","Kumbakonam","Thanjavur","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","S.R.G Polytechnic College, Rasipuram, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1308/S-R-G-Polytechnic-College.html","S.R.G Polytechnic College","Polytechnic","null","711","2007","Co-Education","Self Finance","S.R.G Polytechnic College

Nh 7 Salem Namakkal Road

Athanur

Rasipuram","636 301","Rasipuram","Namakkal","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","S.S.M. Institute of Textile Technology and Polytechnic College, Komarapalayam, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1296/S-S-M-Institute-of-Textile-Technology-and-Polytechnic-College.html","S.S.M. Institute of Textile Technology and Polytechnic College","Polytechnic","AICTE","null","1979","Co-Education","","SSM Institute of Textile Technology & Polytechnic College

Komarapalayam,

Namakkal","638 183","Komarapalayam","Namakkal","04288 - 260 197","04288 - 263 755","[{""Courses"":""» Dip. in - Apparel Technology""},{""Courses"":""» Dip. in - Computer Technology""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Garment Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Textile Marketing and Management""},{""Courses"":""» Dip. in - Textile Processing""},{""Courses"":""» Dip. in - Textile Processing Sandwich""},{""Courses"":""» Dip. in - Textile Technology""},{""Courses"":""» Dip. in - Textile Technology (Man Made Fibre Tech)""},{""Courses"":""» Dip. in - Textile Technology (Textile Design and Weaving)""},{""Courses"":""» Post Dip. in - Certificate""},{""Courses"":""» Post Dip. in - Fashion Technology""},{""Courses"":""» Post Dip. in - Information Technology""},{""Courses"":""» Post Dip. in - Knitting and Embroidery""},{""Courses"":""» Post Dip. in - Powerloom Weaving""},{""Courses"":""» Post Dip. in - Textile Processing""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Institute of Road Transport Polytechnic College, Krishnagiri","http://www.colleges-in-tamilnadu.com/colleges/1179/Institute-of-Road-Transport-Polytechnic-College.html","Institute of Road Transport Polytechnic College","Polytechnic","AICTE","379","1992","Co-Education","Self Finance","Institute of Road Transport Polytechnic College

Orappam Post

Elathagiri (Via)

Orappam

Krishnagiri","635 108","Krishnagiri","Krishnagiri","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""}]","I","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/I/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Nandhanam Polytechnic College, Tirupattur, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1351/Sri-Nandhanam-Polytechnic-College.html","Sri Nandhanam Polytechnic College","Polytechnic","null","807","2009","Co-Education","Self Finance","Sri Nandhanam Polytechnic College

Molagarampatti

Tirupattur","635 601","Tirupattur","Vellore","null","null","[{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Karpagam Polytechnic College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1197/Karpagam-Polytechnic-College.html","Karpagam Polytechnic College","Polytechnic","AICTE","537","1998","Co-Education","Self Finance","Karpagam Polytechnic College

Pollachi Main Road

Eachanari

Seerapalayam Village

Coimbatore","641 021","Coimbatore","Coimbatore","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Textile Technology""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Konghu Velalar Polytechnic College, Perundurai, Erode","http://www.colleges-in-tamilnadu.com/colleges/1199/Konghu-Velalar-Polytechnic-College.html","Konghu Velalar Polytechnic College","Polytechnic","AICTE","591","2007","Co-Education","Self Finance","Konghu Velalar Polytechnic College

Perumapalayam

Sullipalayam

Pattakarnpalayam

Perundurai","638 057","Perundurai","Erode","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Petrochemical Engineering""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","The Konghu Polytechnic College, Salem","http://www.colleges-in-tamilnadu.com/colleges/1412/The-Konghu-Polytechnic-College.html","The Konghu Polytechnic College","Polytechnic","null","590","2007","Co-Education","Self Finance","The Konghu Polytechnic College

NH-Trichy Main Road, Mukkuthipalayam,

Salem.","636 203","Salem","Salem","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thirumalai Polytechnic College, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1420/Thirumalai-Polytechnic-College.html","Thirumalai Polytechnic College","Polytechnic","null","829","2009","Co-Education","Self Finance","Thirumalai Polytechnic College

kilambi

krishnapuram post

Kanchipuram","631 551","Kanchipuram","Kanchipuram","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sankar Institute of Polytechnic College, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/1300/Sankar-Institute-of-Polytechnic-College.html","Sankar Institute of Polytechnic College","Polytechnic","AICTE","229","1958","Co-Education","Aided","Sankar Institute of Polytechnic College

Sankar Nagar

Tirunelveli","627 357","Tirunelveli","Tirunelveli","2300 331","2300 330","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Post Dip. in - Computer Applications""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Pandian Polytechnic College, Thirupathur, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1268/Pandian-Polytechnic-College.html","Pandian Polytechnic College","Polytechnic","AICTE","312","1985","Co-Education","Self Finance","Pandian Polytechnic College

Adhiyur

Elevampatti Post

Thirupathur","635 602","Thirupathur","Vellore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Krishna's Polytechnic College, Dindigul","http://www.colleges-in-tamilnadu.com/colleges/1348/Sri-Krishnas-Polytechnic-College.html","Sri Krishna's Polytechnic College","Polytechnic","AICTE","532","1998","Co-Education","Self Finance","Sri Krishna's Polytechnic College

Madurai Mainroad

Batlagundu

Sevugampatty","624 202","Dindigul","Dindigul","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Refrigeration and Ac)""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Rudraveni Muthuswamy Polytechnic College, Udumalpet, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1293/Rudraveni-Muthuswamy-Polytechnic-College.html","Rudraveni Muthuswamy Polytechnic College","Polytechnic","AICTE","510","1997","Co-Education","Self Finance","Rudraveni Muthuswamy Polytechnic College

S.V.Mills Post

Palappampatti

Udumalpet","642 128","Udumalpet","Coimbatore","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Textile Technology""}]","R","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/R/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Rajiv Gandhi Polytechnic College, Perundurai, Erode","http://www.colleges-in-tamilnadu.com/colleges/1354/Sri-Rajiv-Gandhi-Polytechnic-College.html","Sri Rajiv Gandhi Polytechnic College","Polytechnic","AICTE","727","2008","Co-Education","Self Finance","Sri Rajiv Gandhi Polytechnic College

S.F.No.741/1 To 13

Erode - Chennimalai Main Road

Myladi

Perundurai","638 112","Perundurai","Erode","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Alagappa Polytechnic College, Karaikudi, Sivagangai","http://www.colleges-in-tamilnadu.com/colleges/1083/Alagappa-Polytechnic-College.html","Alagappa Polytechnic College","Polytechnic","AICTE","117","1955","Co-Education","Government","Alagappa Polytechnic College

Karaikudi","630 004","Karaikudi","Sivagangai","224 538","230 650","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thiruvalluvar Polytechnic College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1422/Thiruvalluvar-Polytechnic-College.html","Thiruvalluvar Polytechnic College","Polytechnic","null","763","2008","Co-Education","Self Finance","Thiruvalluvar Polytechnic College

Kalipalayam

Vellamadai

Coimbatore","641 110","Coimbatore","Coimbatore","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","N.V Polytechnic College, Udumalpet, Tirupur","http://www.colleges-in-tamilnadu.com/colleges/1240/N-V-Polytechnic-College.html","N.V Polytechnic College","Polytechnic","null","762","2008","Co-Education","Self Finance","N.V Polytechnic College

Somavarapatti

Pethappampatti

Udumalpet","642 205","Udumalpet","Tirupur","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thiru Ramakrishna Nallammai Polytechnic College, Dharapuram, Erode","http://www.colleges-in-tamilnadu.com/colleges/1417/Thiru-Ramakrishna-Nallammai-Polytechnic-College.html","Thiru Ramakrishna Nallammai Polytechnic College","Polytechnic","AICTE","323","1984","Co-Education","Self Finance","Thiru Ramakrishna Nallammai Polytechnic College

No. 220, Coimbatore Road

Nallammai Nagar

Nanjimpalayam

Dharapuram","638 656","Dharapuram","Erode","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Erode Institute of Technology, Bhavani, Erode","http://www.colleges-in-tamilnadu.com/colleges/1142/Erode-Institute-of-Technology.html","Erode Institute of Technology","Polytechnic","AICTE","214","1980","Co-Education","Aided","Erode Institute of Technology

Salangapalayam (Via)

Kavindampadi

Bhavani","638 455","Bhavani","Erode","243 619","240 497","[{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Textile Processing""},{""Courses"":""» Dip. in - Textile Technology""},{""Courses"":""» Dip. in - Textile Technology (Knitting)""}]","E","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/E/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Annai Terasa Polytechnic College, Pudukkottai, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1103/Annai-Terasa-Polytechnic-College.html","Annai Terasa Polytechnic College","Polytechnic","null","751","2008","Co-Education","Self Finance","Annai Terasa Polytechnic College

Veerapatti

Illuppur","622102","Pudukkottai","Pudukottai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Royal Polytechnic College, Kulathur, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1292/Royal-Polytechnic-College.html","Royal Polytechnic College","Polytechnic","null","721","2007","Co-Education","Self Finance","Royal Polytechnic College

Pudukkottai-Trichy NH Road

Kulathur","622 504","Kulathur","Pudukottai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","R","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/R/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Annai J.K.K Sampoorani Ammal Polytechnic College, Gobi, Erode","http://www.colleges-in-tamilnadu.com/colleges/1101/Annai-J-K-K-Sampoorani-Ammal-Polytechnic-College.html","Annai J.K.K Sampoorani Ammal Polytechnic College","Polytechnic","AICTE","325","1984","Co-Education","Self Finance","Annai J.K.K Sampoorani Ammal Polytechnic College

Thookkanaickenpalayam

Gobi","638 506","Gobi","Erode","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Chemical Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Garment Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Metallurgy""},{""Courses"":""» Dip. in - Petrochemical Engineering""},{""Courses"":""» Dip. in - Textile Processing""},{""Courses"":""» Dip. in - Textile Technology""},{""Courses"":""» Dip. in - Textile Technology (Knitting)""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Thanthai Roever Institute of Polytechnic College, Perambalur","http://www.colleges-in-tamilnadu.com/colleges/1406/Thanthai-Roever-Institute-of-Polytechnic-College.html","Thanthai Roever Institute of Polytechnic College","Polytechnic","AICTE","336","1984","Co-Education","Self Finance","Thanthai Roever Institute of Polytechnic College

Elambalur

Perambalur","621 212","Perambalur","Perambalur","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Chemical Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","T","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/T/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Valliammai Polytechnic College, Chengalpattu, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1438/Valliammai-Polytechnic-College.html","Valliammai Polytechnic College","Polytechnic","AICTE","307","1984","Co-Education","Self Finance","Valliammai Polytechnic College

S.R.M. Nagar

Kattankulathur

Chengalpattu","603 203","Chengalpattu","Kanchipuram","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","V","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/V/Polytechnic-Colleges-in-TamilNadu.html"
