poly,poly-href,col-list,col-list-href,CollegeName,CollegeCategory,ApprovedBy,CollegeCode,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses,pagination,pagination-href
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Ramachandra Polytechnic College, Arakkonam, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1355/Sri-Ramachandra-Polytechnic-College.html","Sri Ramachandra Polytechnic College","Polytechnic","null","744","2008","Co-Education","Self Finance","Sri Ramachandra Polytechnic College

Dharmaneethi

Ayarpadi

Arakkonam","632 531","Arakkonam","Vellore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Meenakshi Ammal Polytechnic College, Uthiramerur, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1227/Meenakshi-Ammal-Polytechnic-College.html","Meenakshi Ammal Polytechnic College","Polytechnic","AICTE","302","1983","Co-Education","Self Finance","Meenakshi Ammal Polytechnic College

Malliyankaranai

Uthiramerur","603 406","Uthiramerur","Kanchipuram","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Venkatesvara Polytechnic College, Pudukkottai, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1373/Sri-Venkatesvara-Polytechnic-College.html","Sri Venkatesvara Polytechnic College","Polytechnic","AICTE","793","2009","Co-Education","Self Finance","Sri Venkatesvara Polytechnic College

Aranthangi Road Kaikurichi

Thirumalairayasamuthiram

Pudukkottai","622 303","Pudukkottai","Pudukottai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Marine Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","P.T. Lee Chengalvaraya Naicker Polytechnic College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1253/P-T-Lee-Chengalvaraya-Naicker-Polytechnic-College.html","P.T. Lee Chengalvaraya Naicker Polytechnic College","Polytechnic","AICTE","201","1939","Co-Education","Aided","P.T. Lee Chengalvaraya Naicker Polytechnic College

No.2 And 3 Evk Sampath Salai

Vepery

Purasaiwalkam

Chennai","600 007","Chennai","Chennai","2532 3913","2640 2232","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Arulmigu Thirupurasundari Amman Polytechnic College, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1112/Arulmigu-Thirupurasundari-Amman-Polytechnic-College.html","Arulmigu Thirupurasundari Amman Polytechnic College","Polytechnic","AICTE","305","1984","Co-Education","Self Finance","Arulmigu Thirupurasundari Amman Polytechnic College

Eagai Village

Puliyur

Egai

Thirukazhukundram","603 109","Kanchipuram","Kanchipuram","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sembodai R.V. Polytechnic College, Vedaranyam, Nagapattinam","http://www.colleges-in-tamilnadu.com/colleges/1321/Sembodai-R-V-Polytechnic-College.html","Sembodai R.V. Polytechnic College","Polytechnic","AICTE","528","1997","Co-Education","Self Finance","Sembodai R.V. Polytechnic College

Sembodai Post

Vedaranyam","614 820","Vedaranyam","Nagapattinam","null","null","[{""Courses"":""» Dip. in - Chemical Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sastha Polytechnic College, Thirumayam, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1317/Sastha-Polytechnic-College.html","Sastha Polytechnic College","Polytechnic","null","752","2008","Co-Education","Self Finance","Sastha Polytechnic College

Keelanilaikkottai

Thirumayam","622 209","Thirumayam","Pudukottai","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Al-Ameen Polytechnic College, Erode","http://www.colleges-in-tamilnadu.com/colleges/1097/Al-Ameen-Polytechnic-College.html","Al-Ameen Polytechnic College","Polytechnic","AICTE","324","1984","Co-Education","Self Finance","Al-Ameen Polytechnic College

Karundevan Palayam

Nanjai Uthukkuli Post

Erode","638 104","Erode","Erode","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","A","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/A/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","J.J Polytechnic College, Srirangam, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1182/J-J-Polytechnic-College.html","J.J Polytechnic College","Polytechnic","null","782","2008","Co-Education","Self Finance","J.J Polytechnic College

Poolangulathu patti

Ammapettai

Srirangam","620 009","Srirangam","Trichy","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","J","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/J/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Shivani Polytechnic College, Srirangam, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1324/Shivani-Polytechnic-College.html","Shivani Polytechnic College","Polytechnic","AICTE","569","2005","Co-Education","Self Finance","Shivani Polytechnic College

Ammapettai

Poolangulathupatti

Srirangam","620 009","Srirangam","Trichy","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Balakrishna Polytechnic College, Omalur, Salem","http://www.colleges-in-tamilnadu.com/colleges/1341/Sri-Balakrishna-Polytechnic-College.html","Sri Balakrishna Polytechnic College","Polytechnic","null","740","null","Co-Education","Self Finance","Sri Balakrishna Polytechnic College

Kuppur-Dharapuram Road

Kuppur-Dharapuram Road

Omalur","636 309","Omalur","Salem","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Annamalaiyar Polytechnic College, Cheyyar, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1338/Sri-Annamalaiyar-Polytechnic-College.html","Sri Annamalaiyar Polytechnic College","Polytechnic","null","746","2008","Co-Education","Self Finance","Sri Annamalaiyar Polytechnic College

Ukkampeumbakkam

Maathur

Cheyyar","631 701","Cheyyar","Tiruvanamalai","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Dharmapuri District Co-op. Sugar Mills Polytechnic College, Palacode, Dharmapuri","http://www.colleges-in-tamilnadu.com/colleges/1137/Dharmapuri-District-Co-op-Sugar-Mills-Polytechnic-College.html","Dharmapuri District Co-op. Sugar Mills Polytechnic College","Polytechnic","AICTE","314","1985","Co-Education","Self Finance","Dharmapuri District Co-op. Sugar Mills Polytechnic College

Jerthalav

Palacode","636 808","Palacode","Dharmapuri District Co-op. Sugar Mills Polytechnic College","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","D","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/D/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Vickram Polytechnic College, Manamadurai, Sivagangai","http://www.colleges-in-tamilnadu.com/colleges/1443/Vickram-Polytechnic-College.html","Vickram Polytechnic College","Polytechnic","null","777","2008","Co-Education","Self Finance","Vickram Polytechnic College

Sreenivasa Gardens

Madurai Sivagangai Road

Enathi

Manamadurai","630 561","Manamadurai","Sivagangai","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","V","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/V/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Nanjiah Lingammal Polytechnic College, Mettupalayam, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1245/Nanjiah-Lingammal-Polytechnic-College.html","Nanjiah Lingammal Polytechnic College","Polytechnic","AICTE","318","1984","Co-Education","Self Finance","Nanjiah Lingammal Polytechnic College

Sirumugai Road

Chikkadasam palayam

Mettupalayam","641 301","Mettupalayam","Coimbatore","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","N.M Polytechnic College, Pudukkottai, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1238/N-M-Polytechnic-College.html","N.M Polytechnic College","Polytechnic","null","792","2008","Co-Education","Self Finance","N.M Polytechnic College

Itchadi

Vadavalam

Pudukkottai","622 004","Pudukkottai","Pudukottai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","N","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/N/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Institute of Leather Technology, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1173/Institute-of-Leather-Technology.html","Institute of Leather Technology","Polytechnic","AICTE","104","1915","Co-Education","Government","Institute of Leather Technology

Cit Campus

Taramani

Chennai","600 113","Chennai","Chennai","2254 1819","null","[{""Courses"":""» Dip. in - Leather Technology""}]","I","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/I/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","K.K.S Mani Polytechnic College, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1191/K-K-S-Mani-Polytechnic-College.html","K.K.S Mani Polytechnic College","Polytechnic","null","789","2009","Co-Education","Self Finance","K.K.S Mani Polytechnic College

No 78 CC Road

Vallam

Vellore","632 311","Vellore","Vellore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","K","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/K/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Seshasayee Institute of Technology, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1301/Seshasayee-Institute-of-Technology.html","Seshasayee Institute of Technology","Polytechnic","AICTE","221","1952","Co-Education","Aided","Seshasayee Institute of Technology

Tanjore Road

Industrial Colony Post

Ariyamangalam

Trichy","620 010","Trichy","Trichy","2441 211","2445 383","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Instrumentation and Control Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Padmam Polytechnic College, Tirupattur, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1352/Sri-Padmam-Polytechnic-College.html","Sri Padmam Polytechnic College","Polytechnic","null","797","2009","Co-Education","Self Finance","Sri Padmam Polytechnic College

Pachal

Tirupattur","635 601","Tirupattur","Vellore","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","P.S.G. Polytechnic College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1252/P-S-G-Polytechnic-College.html","P.S.G. Polytechnic College","Polytechnic","AICTE","209","1939","Co-Education","Aided","P.S.G. Polytechnic College

Post Box No 1161

Peelamedu

Coimbatore.","641 004","Coimbatore","Coimbatore","2572 177","4344 777","[{""Courses"":""» Dip. in - Apparel Technology""},{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Computer Networking""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Design and Drafting)""},{""Courses"":""» Dip. in - Mechanical Engineering (Foundry)""},{""Courses"":""» Dip. in - Mechatronics Engineering""},{""Courses"":""» Dip. in - Textile Technology""},{""Courses"":""» Post Dip. in - Computer Applications""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Paavai Polytechnic College, Rasipuram, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/1264/Paavai-Polytechnic-College.html","Paavai Polytechnic College","Polytechnic","AICTE","533","1998","Co-Education","Self Finance","Paavai Polytechnic College

NH-7,Paavai NagarPachal Village

Rasipuram","637 018","Rasipuram","Namakkal","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Sri Venkatachalapathy Polytechnic College, Villupuram","http://www.colleges-in-tamilnadu.com/colleges/1371/Sri-Venkatachalapathy-Polytechnic-College.html","Sri Venkatachalapathy Polytechnic College","Polytechnic","AICTE","553","1998","Co-Education","Self Finance","Sri Venkatachalapathy Polytechnic College

Vadakuchipalayam

Kappiampuliyur

Villupuram","605 601","Villupuram","Villupuram","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Mother Teresa Polytechnic College, Illuppur, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/1231/Mother-Teresa-Polytechnic-College.html","Mother Teresa Polytechnic College","Polytechnic","null","582","2006","Co-Education","Self Finance","Mother Teresa Polytechnic College

Mettu Salai

Illuppur","622 102","Illuppur","Pudukottai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Ponnaiyah Ramajayam Polytechnic College, Vallam, Thanjavur","http://www.colleges-in-tamilnadu.com/colleges/1277/Ponnaiyah-Ramajayam-Polytechnic-College.html","Ponnaiyah Ramajayam Polytechnic College","Polytechnic","AICTE","570","2005","Co-Education","Self Finance","Ponnaiyah Ramajayam Polytechnic College

Trichy Thanjavur Highways

Prec Campus

Vallam","613 403","Vallam","Thanjavur","null","null","[{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","P","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/P/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Vetri Vinayaha Polytechnic College, Thottiam, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1442/Vetri-Vinayaha-Polytechnic-College.html","Vetri Vinayaha Polytechnic College","Polytechnic","null","701","2007","Co-Education","Self Finance","Vetri Vinayaha Polytechnic College

Namakkal-Trichy Main Road

Tholurpatti

Thottiam","621 215","Thottiam","Trichy","null","null","[{""Courses"":""» Dip. in - Automobile Engineering""},{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","V","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/V/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Laxmi Narayana Polytechnic College, Pagalahalli, Dharmapuri","http://www.colleges-in-tamilnadu.com/colleges/1207/Laxmi-Narayana-Polytechnic-College.html","Laxmi Narayana Polytechnic College","Polytechnic","AICTE","542","1998","Co-Education","Self Finance","Laxmi Narayana Polytechnic College

Salem-Dharmapuri Main Road

Pagalahalli","636 807","Pagalahalli","Dharmapuri","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","L","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/L/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","G.M.S. M.A.V.M.M. Polytechnic College, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1162/G-M-S-M-A-V-M-M-Polytechnic-College.html","G.M.S. M.A.V.M.M. Polytechnic College","Polytechnic","AICTE","364","1985","Co-Education","Self Finance","G.M.S. M.A.V.M.M. Polytechnic College

Naicken Patti

Alagarkoil

Naicken Patti

Melur","625 301","Madurai","Madurai","null","null","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Information Technology""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","G","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/G/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Srinivasa Subbaraya Polytechnic College, Sirkali, Thanjavur","http://www.colleges-in-tamilnadu.com/colleges/1303/Srinivasa-Subbaraya-Polytechnic-College.html","Srinivasa Subbaraya Polytechnic College","Polytechnic","AICTE","218","1960","Co-Education","Government","Srinivasa Subbaraya Polytechnic College

Puttur

Annaikaran Chataram

Sirkali","609 108","Sirkali","Thanjavur","277 577","278 200","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""}]","S","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/S/Polytechnic-Colleges-in-TamilNadu.html"
"Polytechnic Colleges","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/Polytechnic-Colleges-in-TamilNadu.html","Murugappa Polytechnic College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1212/Murugappa-Polytechnic-College.html","Murugappa Polytechnic College","Polytechnic","AICTE","203","1957","Co-Education","Aided","Murugappa Polytechnic College

Sathiyamurthy Nagar

Avadi

Chennai","600 062","Chennai","Chennai","2638 5713","2637 3544","[{""Courses"":""» Dip. in - Civil Engineering""},{""Courses"":""» Dip. in - Computer Engineering""},{""Courses"":""» Dip. in - Electrical and Electronics Engineering""},{""Courses"":""» Dip. in - Electronics (Robotics)""},{""Courses"":""» Dip. in - Electronics and Communication Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering""},{""Courses"":""» Dip. in - Mechanical Engineering (Tool and Die Design)""}]","M","http://www.colleges-in-tamilnadu.com/Polytechnic-Colleges/M/Polytechnic-Colleges-in-TamilNadu.html"
